Student_Name,attendance_percentage,study_hours_per_week,homework_completion_rate,class_participation,quiz_average,midterm_score,final_score,math_score,science_score,english_score,overall_grade,stress_level,learning_style
Vivaan Gupta,61.41,5.29,88.31,4,37.13,84.25,64.07,97.82,87.95,49.09,C,4,Kinesthetic
Aditya Gupta,77.68,11.05,54.04,2,87.28,32.5,34.12,91.18,56.29,78.36,B,3,Kinesthetic
Arjun Gupta,87.69,1.43,76.11,1,58.48,53.15,35.04,57.67,41.99,69.29,B,4,Auditory
Krishna Gupta,93.9,12.51,99.69,4,36.03,94.48,88.34,63.11,71.02,45.92,C,1,Auditory
Rohan Gupta,89.69,16.61,63.28,3,97.93,44.22,74.58,91.07,51.8,80.65,C,1,Auditory
Rahul Gupta,56.27,19.99,45.05,3,58.29,35.84,40.83,59.02,85.47,73.77,B,4,Visual
Karthik Gupta,88.67,18.51,45.15,3,34.83,97.95,32.9,50.17,78.47,91.78,B,5,Auditory
Siddharth Gupta,79.08,2.71,34.23,3,56.33,77.22,54.76,73.41,95.42,76.55,D,1,Visual
Ananya Gupta,73.46,4.09,83.7,5,55.52,87.26,45.14,96.17,86.98,74.44,A,2,Kinesthetic
Diya Gupta,78.64,3.63,50.54,1,39.19,41.4,66.25,81.76,50.85,66.45,B,1,Visual
Isha Gupta,50.4,11.61,42.09,4,80.5,30.79,77.45,74.2,88.01,67.77,C,1,Auditory
Kavya Gupta,53.39,1.87,79.96,3,89.22,69.26,49.03,45.83,78.5,97.26,C,2,Visual
Pooja Gupta,76.29,18.8,51.64,3,87.53,76.2,96.42,76.9,80.14,48.31,C,1,Visual
Sneha Gupta,58.68,2.17,72.03,4,50.14,45.66,95.46,99.4,89.94,66.77,C,3,Auditory
Aditi Gupta,77.28,8.43,59.25,2,39.6,31.32,32.16,48.41,74.43,79.35,B,3,Visual
Nisha Gupta,67.71,17.99,53.39,5,93.32,97.84,67.47,71.1,67.96,65.98,A,2,Auditory
Priya Gupta,95.37,19.02,64.26,5,55.88,55.62,69.52,92.64,78.2,56.99,A,3,Visual
Meera Gupta,97.48,9.84,51.97,1,82.54,80.3,50.02,84.45,57.88,57.24,C,4,Visual
Aarav Singh,98.99,10.28,90.94,3,48.88,63.03,48.49,81.82,50.96,54.02,C,3,Visual
Vivaan Singh,94.95,13.09,35.11,1,57.31,47.98,54.35,82.15,77.0,60.63,D,4,Kinesthetic
Aditya Singh,99.29,8.75,32.11,1,46.35,96.75,62.75,61.57,54.03,92.3,A,2,Auditory
Arjun Singh,85.31,7.17,58.45,1,61.29,68.54,48.97,57.62,44.79,70.31,A,3,Kinesthetic
Krishna Singh,98.03,15.05,42.1,1,32.38,53.82,72.46,88.56,40.03,54.41,A,1,Visual
Rohan Singh,82.09,12.31,82.06,4,51.16,81.55,93.63,88.61,76.5,63.07,C,5,Visual
Rahul Singh,90.46,10.15,54.74,4,36.75,73.48,81.06,92.02,61.73,46.35,A,1,Auditory
Karthik Singh,56.6,2.91,48.3,4,73.89,79.27,38.68,94.79,85.14,94.24,B,4,Visual
Siddharth Singh,84.13,2.31,55.16,1,36.79,88.12,32.42,70.68,62.51,64.49,C,5,Auditory
Ananya Singh,96.56,10.71,45.36,3,64.76,41.37,75.09,70.09,69.16,98.82,B,5,Auditory
Diya Singh,77.0,12.77,50.98,5,83.16,34.29,75.76,87.9,64.43,60.85,C,5,Kinesthetic
Isha Singh,59.34,13.49,69.76,3,49.03,62.39,74.53,79.0,79.03,90.18,A,1,Kinesthetic
Kavya Singh,76.34,18.0,90.48,1,52.95,31.57,37.24,82.12,61.37,55.38,C,5,Visual
Pooja Singh,85.35,16.51,55.96,2,72.63,44.68,54.62,87.75,97.83,44.57,B,1,Visual
Sneha Singh,88.49,3.67,52.45,4,39.85,41.6,42.1,93.4,96.17,41.9,C,5,Visual
Aditi Singh,76.19,16.09,84.73,3,50.41,83.57,63.26,60.28,90.88,76.37,B,3,Auditory
Nisha Singh,60.87,13.85,31.57,4,90.66,84.83,64.49,62.53,95.22,58.69,D,4,Visual
Priya Singh,96.33,16.73,51.15,3,85.19,39.33,31.36,45.64,66.95,66.61,B,1,Auditory
Meera Singh,88.68,17.02,61.65,2,47.03,51.83,83.73,74.7,72.19,89.12,A,4,Auditory
Aarav Kumar,63.53,7.57,72.05,3,79.53,79.7,45.93,42.16,84.53,54.89,C,4,Auditory
Vivaan Kumar,90.59,6.0,40.92,4,40.03,44.21,95.27,67.94,81.77,58.52,B,4,Kinesthetic
Aditya Kumar,67.39,11.5,60.3,2,59.8,54.35,72.4,72.56,93.44,90.72,B,2,Visual
Arjun Kumar,65.62,6.67,69.64,4,39.65,55.71,93.5,57.19,82.98,69.57,B,1,Visual
Krishna Kumar,93.15,7.64,65.72,5,60.97,35.03,87.59,75.45,99.87,89.66,D,1,Auditory
Rohan Kumar,93.66,2.31,70.22,1,34.25,43.89,68.32,41.83,60.91,62.47,B,5,Kinesthetic
Rahul Kumar,69.92,19.84,76.37,5,90.66,45.11,72.01,42.24,89.98,63.9,B,5,Visual
Karthik Kumar,50.45,6.88,56.56,1,77.97,81.11,59.35,89.36,81.86,50.03,C,3,Auditory
Siddharth Kumar,59.33,15.82,34.45,1,55.63,50.17,57.73,61.61,81.48,94.98,B,4,Visual
Ananya Kumar,95.46,19.87,33.89,5,57.37,81.98,48.44,47.62,59.55,93.81,C,5,Visual
Diya Kumar,94.94,19.41,90.11,2,94.11,66.16,39.47,71.33,87.14,99.05,C,1,Visual
Isha Kumar,72.67,13.04,77.42,1,94.95,35.65,35.06,86.2,94.02,64.15,D,4,Visual
Kavya Kumar,65.21,11.23,83.49,3,78.31,45.31,72.6,52.95,53.11,89.12,C,5,Visual
Pooja Kumar,65.14,6.88,95.02,5,63.91,33.14,73.15,77.37,77.53,64.9,A,5,Visual
Sneha Kumar,94.86,17.37,82.54,3,70.4,97.59,48.43,45.12,63.53,67.26,D,4,Visual
Aditi Kumar,66.24,7.42,78.46,2,57.72,87.82,52.25,43.1,99.37,89.8,C,4,Kinesthetic
Nisha Kumar,75.58,3.03,75.9,2,39.91,48.79,62.14,71.88,68.73,50.64,B,5,Visual
Priya Kumar,86.55,6.59,48.1,5,65.69,54.65,48.27,72.44,53.7,53.22,C,4,Auditory
Meera Kumar,60.47,6.99,97.01,3,89.98,79.67,72.15,78.25,62.91,58.88,C,2,Auditory
Aarav Mehta,62.69,14.65,67.94,4,46.56,61.95,73.25,83.57,79.23,87.29,A,4,Visual
Vivaan Mehta,67.9,4.22,45.55,1,63.0,72.01,48.71,98.55,44.57,62.36,A,5,Auditory
Aditya Mehta,82.71,7.02,44.69,4,51.13,31.85,76.57,70.98,76.22,61.49,C,3,Auditory
Arjun Mehta,90.87,2.46,87.07,4,59.58,94.73,53.59,59.38,95.87,99.93,C,3,Kinesthetic
Krishna Mehta,77.34,17.12,47.51,5,30.01,48.1,51.31,87.71,91.02,63.03,B,5,Visual
Rohan Mehta,56.65,14.77,32.9,4,91.19,75.96,74.09,56.25,44.06,54.87,B,4,Visual
Rahul Mehta,72.31,9.31,59.99,4,91.66,96.5,49.82,66.34,99.6,77.39,B,4,Auditory
Karthik Mehta,56.38,9.17,87.21,1,74.97,76.24,48.13,44.71,81.92,88.11,B,5,Visual
Siddharth Mehta,54.41,4.16,59.01,2,64.18,82.78,91.93,41.52,49.74,44.18,C,1,Visual
Ananya Mehta,79.48,8.3,86.25,1,90.18,97.63,53.58,97.76,40.74,77.13,C,4,Kinesthetic
Diya Mehta,97.81,18.23,87.9,1,88.37,77.19,65.33,90.16,50.28,42.14,A,5,Auditory
Isha Mehta,91.88,3.63,90.04,5,43.54,65.43,92.5,81.76,90.29,71.58,C,5,Visual
Kavya Mehta,88.72,15.54,71.22,2,89.08,67.18,34.95,64.54,41.3,55.42,A,2,Visual
Pooja Mehta,86.35,1.9,78.96,3,83.53,32.92,87.76,50.4,53.99,58.4,A,1,Visual
Sneha Mehta,94.86,6.92,48.33,3,30.44,35.8,33.09,49.39,85.44,68.03,C,4,Kinesthetic
Aditi Mehta,87.64,17.09,36.98,4,95.96,69.22,71.14,55.01,75.17,95.63,D,5,Auditory
Nisha Mehta,81.34,9.45,67.29,5,41.38,67.56,59.91,72.95,86.96,82.64,A,1,Visual
Priya Mehta,68.23,14.35,30.74,2,66.21,65.54,95.75,82.88,84.77,96.21,C,2,Kinesthetic
Meera Mehta,55.05,2.97,62.6,5,92.32,39.77,98.78,79.61,43.04,79.6,B,5,Visual
Aarav Iyer,73.05,13.99,37.15,2,95.72,95.01,90.77,56.8,93.55,40.43,C,1,Kinesthetic
Vivaan Iyer,96.24,16.56,37.59,2,46.13,93.54,74.1,97.29,53.62,55.94,B,2,Auditory
Aditya Iyer,79.16,16.3,90.95,1,83.13,50.87,48.52,84.27,73.2,94.35,C,3,Visual
Arjun Iyer,59.23,9.34,74.84,2,55.0,58.1,90.26,73.26,78.66,78.61,A,4,Visual
Krishna Iyer,82.45,18.18,75.17,2,61.21,56.95,33.23,76.7,50.12,98.9,B,1,Kinesthetic
Rohan Iyer,73.27,11.92,58.31,3,78.93,45.7,42.96,65.18,98.57,49.36,B,5,Visual
Rahul Iyer,96.57,16.54,58.93,4,87.5,53.14,50.9,54.86,69.29,57.8,B,5,Auditory
Karthik Iyer,58.05,5.06,51.22,3,68.89,99.57,78.46,61.36,43.46,61.74,B,5,Auditory
Siddharth Iyer,85.6,4.99,60.41,1,78.51,69.92,65.83,85.47,96.24,59.59,A,5,Visual
Ananya Iyer,84.08,15.33,71.1,1,40.08,92.92,95.32,40.86,75.18,55.12,B,5,Visual
Diya Iyer,99.18,13.29,43.06,5,64.53,81.26,53.55,46.96,81.95,66.61,C,2,Visual
Isha Iyer,78.25,13.85,48.32,1,87.52,91.46,78.66,42.76,71.51,78.54,C,4,Kinesthetic
Kavya Iyer,93.58,5.49,64.63,4,89.66,55.6,32.71,42.44,90.08,58.68,B,1,Visual
Pooja Iyer,51.24,8.59,56.93,2,79.56,74.94,77.67,91.33,41.99,44.78,B,4,Visual
Sneha Iyer,56.14,5.91,87.36,3,41.01,56.03,59.35,82.22,56.1,82.51,A,3,Auditory
Aditi Iyer,67.3,2.29,87.52,5,68.78,87.22,89.62,68.45,68.18,67.54,C,5,Visual
Nisha Iyer,80.97,4.87,53.52,1,33.45,83.62,73.16,45.87,44.6,73.39,C,1,Kinesthetic
Priya Iyer,72.45,19.91,61.56,1,93.35,84.66,78.37,69.5,82.35,67.32,C,2,Kinesthetic
Meera Iyer,60.13,5.45,98.36,4,42.78,43.73,88.72,68.41,63.62,93.42,C,2,Auditory
Aarav Nair,79.46,4.03,87.92,3,53.53,90.07,32.33,50.39,56.36,73.52,B,1,Kinesthetic
Vivaan Nair,78.33,14.24,45.1,5,79.03,99.85,99.1,66.03,40.2,95.4,A,1,Auditory
Aditya Nair,76.22,12.44,49.62,3,84.16,88.12,44.84,63.91,83.19,70.63,A,3,Auditory
Arjun Nair,54.53,15.17,35.84,3,61.61,63.81,43.15,76.95,90.03,57.56,C,4,Kinesthetic
Krishna Nair,96.35,13.42,77.45,5,61.41,51.38,86.02,78.11,63.7,61.33,A,4,Visual
Rohan Nair,79.61,5.24,52.18,1,58.95,39.09,59.63,42.72,73.85,71.33,A,5,Visual
Rahul Nair,63.2,10.52,67.56,4,66.68,58.79,43.96,62.48,53.66,71.8,A,5,Visual
Karthik Nair,84.37,4.36,83.77,4,98.51,48.89,42.79,77.55,77.33,81.24,C,5,Auditory
Siddharth Nair,65.9,5.82,88.52,4,83.88,60.24,40.47,70.19,40.73,53.47,C,1,Visual
Ananya Nair,75.29,19.75,52.78,5,40.27,33.71,60.83,91.39,69.32,79.53,B,1,Auditory
Diya Nair,67.06,14.84,46.61,3,47.45,50.55,34.07,79.52,78.65,86.72,C,2,Visual
Isha Nair,94.02,15.87,89.4,4,97.02,97.28,30.7,49.78,95.09,80.6,D,3,Visual
Kavya Nair,99.7,1.57,56.69,4,63.27,38.36,86.82,44.23,62.88,68.91,B,4,Visual
Pooja Nair,58.06,8.26,87.54,3,81.43,35.17,69.08,78.55,85.91,99.5,D,3,Visual
Sneha Nair,51.18,11.55,40.48,1,38.36,78.25,48.02,41.59,75.86,64.29,B,1,Kinesthetic
Aditi Nair,60.97,3.84,93.83,1,78.92,87.98,35.94,75.15,95.62,46.4,B,2,Kinesthetic
Nisha Nair,79.5,17.12,63.82,4,35.55,36.77,78.32,96.41,63.9,89.29,C,4,Visual
Priya Nair,58.7,3.65,41.91,3,83.83,96.99,86.33,74.53,59.15,52.73,B,3,Auditory
Meera Nair,90.57,13.09,67.45,1,62.11,32.57,63.13,63.29,93.23,82.8,B,5,Visual
Aarav Choudhary,70.43,11.51,90.9,2,81.76,91.31,86.94,78.6,42.95,50.74,C,3,Visual
Vivaan Choudhary,80.53,17.14,57.25,2,60.91,88.16,92.9,67.5,48.18,41.01,B,1,Kinesthetic
Aditya Choudhary,72.78,6.92,42.46,5,40.47,76.79,60.67,72.74,44.94,49.59,B,4,Auditory
Arjun Choudhary,95.17,6.4,70.36,5,36.46,74.36,95.32,96.49,90.59,62.62,C,2,Visual
Krishna Choudhary,51.76,17.08,88.41,4,60.29,84.85,40.93,63.17,40.64,46.4,B,5,Visual
Rohan Choudhary,86.47,5.21,38.49,3,33.41,35.46,75.58,97.67,91.7,51.86,C,3,Auditory
Rahul Choudhary,82.61,15.17,32.9,5,77.76,56.4,60.42,94.32,67.08,85.88,B,5,Visual
Karthik Choudhary,82.48,4.63,33.94,3,97.1,36.45,36.7,51.75,40.24,86.19,B,2,Visual
Siddharth Choudhary,70.7,17.64,46.13,2,94.96,40.8,95.14,44.16,64.1,89.05,B,5,Visual
Ananya Choudhary,50.78,16.94,30.51,3,70.57,88.02,85.18,46.05,51.21,90.47,D,1,Auditory
Diya Choudhary,84.46,15.96,60.01,4,69.97,79.13,68.27,41.09,77.46,65.23,B,2,Visual
Isha Choudhary,91.47,10.34,78.84,1,69.62,55.69,82.04,45.67,80.76,92.05,C,2,Auditory
Kavya Choudhary,54.26,1.64,79.73,5,93.15,58.43,63.58,80.98,69.25,71.56,B,2,Visual
Pooja Choudhary,72.08,3.52,74.57,3,33.42,77.44,70.99,44.27,42.43,68.24,A,4,Kinesthetic
Sneha Choudhary,58.13,9.68,50.73,4,75.49,74.72,44.18,59.14,79.37,83.11,C,3,Auditory
Aditi Choudhary,80.55,1.83,81.52,3,62.58,64.12,64.22,90.69,90.52,52.83,C,4,Visual
Nisha Choudhary,89.28,2.21,70.35,4,96.22,82.43,44.34,41.4,83.22,87.37,C,4,Auditory
Priya Choudhary,83.34,3.38,90.28,4,47.92,44.69,97.34,88.87,89.8,65.77,A,3,Visual
Meera Choudhary,65.9,5.96,63.46,5,48.65,51.13,60.82,56.91,52.03,47.64,C,5,Auditory
Aarav Reddy,56.99,15.24,42.61,1,83.7,34.54,59.71,47.09,93.33,47.16,B,2,Auditory
Vivaan Reddy,89.71,1.91,74.43,3,60.09,70.16,97.77,81.8,59.33,49.89,B,3,Visual
Aditya Reddy,66.2,19.69,40.55,2,55.08,83.16,96.31,77.74,40.8,93.43,B,3,Visual
Arjun Reddy,51.11,6.2,97.42,5,51.35,66.78,81.54,92.65,90.6,99.46,B,4,Visual
Krishna Reddy,78.57,7.08,79.23,5,40.57,55.71,82.05,84.1,96.51,61.42,B,4,Visual
Rohan Reddy,62.33,5.71,82.94,5,40.58,43.97,92.62,88.21,79.33,57.53,A,2,Auditory
Rahul Reddy,92.06,12.45,77.55,3,45.22,69.2,97.59,56.92,53.89,53.13,D,1,Visual
Karthik Reddy,57.16,1.37,36.83,5,80.71,39.62,91.79,50.65,55.1,89.43,C,2,Auditory
Siddharth Reddy,71.74,2.78,62.57,5,71.97,67.97,31.66,85.04,68.0,52.55,A,2,Kinesthetic
Ananya Reddy,62.66,2.88,75.6,5,92.76,42.98,77.31,88.41,93.87,95.45,B,3,Visual
Diya Reddy,84.48,13.63,46.05,5,68.54,36.69,96.95,99.43,48.98,80.04,C,4,Visual
Isha Reddy,77.43,7.26,77.57,1,81.85,97.55,45.78,64.76,89.56,93.83,B,3,Visual
Kavya Reddy,89.55,9.31,87.39,3,52.35,34.16,68.37,62.32,57.48,73.24,B,4,Auditory
Pooja Reddy,72.93,19.05,49.25,4,88.15,91.76,99.76,86.58,88.52,81.44,A,4,Auditory
Sneha Reddy,50.24,4.8,43.97,2,88.31,97.05,69.07,60.45,95.22,77.17,D,2,Kinesthetic
Aditi Reddy,60.76,2.33,91.82,4,35.94,78.57,52.83,95.85,65.65,89.87,A,3,Visual
Nisha Reddy,99.96,9.39,30.36,5,44.66,97.59,82.74,91.5,61.9,90.15,A,2,Auditory
Priya Reddy,70.27,4.12,47.9,3,92.9,83.06,99.18,65.74,88.13,75.39,C,3,Auditory
Meera Reddy,81.01,3.75,58.47,2,48.9,42.59,35.46,85.05,71.77,77.95,B,3,Auditory
Aarav Sharma,95.25,8.79,77.06,4,65.2,69.05,38.75,85.27,81.07,95.31,B,1,Auditory
Vivaan Sharma,51.03,13.72,99.79,3,94.67,80.3,70.91,46.19,77.37,95.79,C,4,Visual
Aditya Sharma,82.98,5.61,55.96,5,85.35,71.52,83.28,94.15,49.17,79.85,B,1,Visual
Arjun Sharma,64.42,17.64,96.42,5,95.96,59.47,83.5,70.32,90.69,40.47,C,5,Visual
Krishna Sharma,63.96,7.89,55.67,5,48.03,53.12,66.51,89.59,51.75,46.26,A,2,Visual
Rohan Sharma,61.24,18.75,78.69,2,76.29,93.71,97.71,59.2,95.94,91.48,B,2,Visual
Rahul Sharma,91.14,10.36,41.58,2,57.77,89.33,75.66,93.73,55.03,45.08,B,2,Kinesthetic
Karthik Sharma,68.65,14.81,62.23,5,46.46,89.87,63.37,63.35,84.03,52.81,B,2,Visual
Siddharth Sharma,53.36,17.13,90.99,2,65.99,56.82,69.69,40.65,57.08,53.83,C,3,Visual
Ananya Sharma,54.84,11.06,52.4,4,97.11,60.17,86.6,94.32,59.07,76.01,A,2,Kinesthetic
Diya Sharma,57.43,17.16,37.36,1,76.66,98.27,93.13,45.48,58.6,74.6,C,5,Auditory
Isha Sharma,94.95,8.18,66.59,3,95.87,90.91,88.1,59.16,84.87,57.37,C,2,Visual
Kavya Sharma,71.37,7.9,60.77,1,41.4,76.66,71.4,97.0,73.41,52.46,A,2,Kinesthetic
Pooja Sharma,95.8,16.09,46.07,1,67.08,51.65,34.87,97.04,92.98,85.87,A,4,Auditory
Sneha Sharma,90.87,5.58,93.39,3,67.8,55.49,81.05,74.41,58.44,96.13,C,4,Kinesthetic
Aditi Sharma,91.89,14.62,72.12,4,44.63,79.5,83.21,77.91,81.52,43.17,C,5,Auditory
Nisha Sharma,64.34,2.46,54.3,2,46.86,33.01,36.2,66.91,85.18,47.99,B,1,Auditory
Priya Sharma,63.57,13.08,99.73,1,95.24,94.48,52.04,57.59,49.09,78.53,C,4,Auditory
Meera Sharma,78.0,18.9,39.63,1,61.99,52.06,35.91,59.72,64.04,88.27,B,2,Visual
Aarav Patel,70.9,9.67,89.36,4,94.0,52.18,58.47,80.35,68.97,87.47,A,3,Auditory
Vivaan Patel,75.45,8.9,46.14,4,45.16,30.08,67.78,85.14,61.34,83.18,B,1,Visual
Aditya Patel,52.66,11.27,46.77,5,59.19,76.23,41.9,87.49,59.33,93.25,A,2,Kinesthetic
Arjun Patel,98.58,14.67,64.87,5,77.99,66.36,72.09,87.38,81.19,53.04,C,3,Auditory
Krishna Patel,52.91,7.82,76.34,4,32.05,63.79,83.66,45.47,52.95,46.44,A,3,Auditory
Rohan Patel,58.94,1.0,78.33,1,73.25,59.61,91.58,69.67,82.56,76.92,A,2,Auditory
Rahul Patel,83.91,10.54,31.55,3,98.52,50.72,90.6,43.45,96.1,89.34,A,1,Kinesthetic
Karthik Patel,57.78,8.97,50.08,1,41.98,59.63,76.32,72.97,73.91,74.92,B,3,Auditory
Siddharth Patel,55.34,11.12,76.24,5,97.73,30.35,78.22,66.49,76.69,97.78,C,1,Visual
Ananya Patel,57.68,14.59,92.28,1,66.08,50.94,38.04,93.26,44.14,87.73,C,1,Visual
Diya Patel,53.1,6.38,76.89,2,61.8,94.8,45.4,61.05,91.87,82.05,A,1,Kinesthetic
Isha Patel,62.57,10.6,48.61,2,42.51,87.59,97.53,47.02,57.13,43.62,C,4,Visual
Kavya Patel,63.56,5.81,65.54,2,68.05,74.16,99.94,48.58,76.9,46.46,C,3,Kinesthetic
Pooja Patel,74.93,9.73,75.33,4,47.51,87.98,31.53,85.69,98.75,87.09,A,3,Kinesthetic
Sneha Patel,71.94,7.55,39.47,1,30.46,67.96,83.4,77.09,75.73,51.89,B,5,Auditory
Aditi Patel,73.69,8.01,68.14,3,85.01,36.67,74.18,46.07,83.48,41.73,B,5,Auditory
Nisha Patel,80.8,12.01,63.02,5,53.5,62.29,32.22,45.05,66.72,94.65,B,3,Kinesthetic
Priya Patel,61.55,14.1,53.57,4,87.44,94.66,70.51,82.06,43.62,93.45,B,1,Kinesthetic
Meera Patel,56.74,1.24,73.65,4,63.0,34.54,71.41,44.37,87.86,53.11,B,1,Auditory
Aarav Gupta,93.94,17.66,74.54,2,31.41,81.56,53.6,89.31,42.1,86.81,B,3,Auditory
Vivaan Gupta,81.7,7.92,98.0,2,88.48,78.99,94.46,82.37,82.04,42.88,B,3,Kinesthetic
Aditya Gupta,53.03,13.23,59.98,2,75.39,52.64,99.63,44.88,41.38,57.1,C,3,Visual
Arjun Gupta,98.05,3.33,67.19,5,57.53,90.67,94.77,45.09,91.74,77.42,C,4,Auditory
Krishna Gupta,84.65,11.86,41.03,2,70.87,76.33,30.36,99.2,49.46,85.79,A,2,Visual
Rohan Gupta,57.59,13.89,68.39,4,96.87,45.28,46.77,62.46,70.86,40.62,A,3,Auditory
Rahul Gupta,98.46,3.99,32.53,2,88.18,74.81,67.27,62.24,75.83,59.57,C,5,Auditory
Karthik Gupta,68.27,18.33,40.49,4,38.09,87.94,84.89,88.77,67.45,52.86,C,2,Auditory
Siddharth Gupta,99.23,15.39,41.99,1,57.17,91.4,37.98,96.83,60.45,99.93,C,3,Auditory
Ananya Gupta,55.16,11.14,74.28,5,90.32,96.47,69.3,99.16,68.07,80.26,B,5,Visual
Diya Gupta,58.0,4.16,69.71,1,53.11,33.39,45.75,85.2,58.68,64.34,C,2,Kinesthetic
Isha Gupta,82.87,17.45,85.86,1,40.98,41.06,58.42,62.58,66.29,44.54,B,2,Auditory
Kavya Gupta,51.11,2.3,62.51,3,87.89,41.91,95.65,45.01,61.53,75.92,B,3,Visual
Pooja Gupta,50.93,3.19,63.24,3,66.94,46.79,55.13,86.63,73.97,78.5,C,2,Kinesthetic
Sneha Gupta,89.6,14.27,41.31,2,88.37,77.94,73.3,73.5,54.28,88.98,A,3,Auditory
Aditi Gupta,58.39,5.82,81.99,2,76.67,59.19,43.23,65.45,99.32,57.31,A,2,Kinesthetic
Nisha Gupta,95.94,9.73,30.26,4,42.25,38.44,35.37,94.38,70.05,98.89,C,2,Kinesthetic
Priya Gupta,71.29,11.24,59.74,4,43.88,98.23,94.04,46.67,51.65,66.37,A,1,Kinesthetic
Meera Gupta,93.68,9.71,43.18,5,93.83,37.08,99.43,69.56,68.62,57.76,D,3,Kinesthetic
Aarav Singh,70.89,2.59,83.97,1,80.36,91.67,31.81,40.68,91.98,60.91,B,1,Auditory
Vivaan Singh,76.51,15.01,77.14,1,64.79,53.72,63.54,68.12,41.31,71.18,B,4,Visual
Aditya Singh,65.83,5.56,79.47,5,81.57,38.63,33.75,43.38,80.77,96.2,A,4,Kinesthetic
Arjun Singh,82.9,15.03,40.4,2,96.34,33.67,68.53,47.13,72.88,84.11,C,2,Kinesthetic
Krishna Singh,65.91,17.44,76.82,2,91.6,63.2,84.21,47.05,50.17,74.63,C,1,Visual
Rohan Singh,61.16,11.19,78.36,2,61.61,58.96,61.99,78.95,89.05,49.77,C,1,Visual
Rahul Singh,54.05,14.42,30.18,2,31.12,64.14,44.73,84.76,62.13,48.96,C,1,Auditory
Karthik Singh,52.88,1.7,52.23,4,53.22,76.77,70.0,75.0,57.63,70.13,B,5,Auditory
Siddharth Singh,65.3,1.7,36.11,2,51.18,49.0,46.41,97.73,89.69,83.72,C,3,Auditory
Ananya Singh,86.82,4.75,77.7,2,54.06,30.11,89.38,62.49,78.31,85.06,C,3,Visual
Diya Singh,60.28,7.81,44.85,1,96.58,67.72,84.63,57.14,93.9,53.55,D,2,Visual
Isha Singh,64.96,4.47,48.53,3,47.55,33.6,70.63,92.12,77.79,46.01,B,5,Visual
Kavya Singh,95.26,13.06,35.48,5,52.03,87.22,59.39,53.42,84.45,63.07,B,4,Auditory
Pooja Singh,81.96,6.26,63.87,5,52.99,86.59,89.21,97.79,90.19,95.09,C,3,Kinesthetic
Sneha Singh,95.99,17.07,32.31,5,84.88,38.45,77.44,40.73,43.28,72.72,C,5,Visual
Aditi Singh,95.56,11.65,89.19,3,73.12,96.68,77.39,98.19,86.56,59.21,C,4,Visual
Nisha Singh,53.17,8.18,31.85,4,90.08,58.19,78.11,42.59,76.82,59.42,A,1,Auditory
Priya Singh,97.75,17.97,34.31,5,40.12,69.13,38.45,93.47,44.17,47.93,A,4,Visual
Meera Singh,52.56,16.74,74.83,5,73.58,82.52,70.88,71.66,70.51,68.39,D,4,Visual
Aarav Kumar,96.28,16.58,94.19,5,86.77,43.31,54.93,99.58,44.95,87.48,D,1,Visual
Vivaan Kumar,77.34,14.84,92.45,5,86.49,30.75,58.02,44.43,84.16,98.11,A,3,Auditory
Aditya Kumar,76.66,12.67,35.85,4,55.38,81.67,68.55,73.23,72.79,70.1,D,4,Visual
Arjun Kumar,85.66,7.97,50.19,2,85.06,85.36,99.74,98.16,97.21,50.03,A,2,Visual
Krishna Kumar,93.96,9.03,66.47,4,90.43,76.17,93.37,71.39,50.99,80.98,A,4,Kinesthetic
Rohan Kumar,80.85,13.3,31.86,4,39.54,73.54,99.69,77.76,76.36,85.41,D,2,Visual
Rahul Kumar,71.27,4.28,67.0,1,54.49,93.16,86.51,81.74,52.69,44.3,B,5,Kinesthetic
Karthik Kumar,55.59,16.73,61.34,4,80.54,91.83,38.51,67.27,76.84,91.01,C,3,Auditory
Siddharth Kumar,89.46,18.83,71.19,1,60.06,36.66,40.49,77.65,83.36,89.76,A,2,Kinesthetic
Ananya Kumar,56.41,2.86,94.42,4,99.81,44.13,46.01,75.06,83.34,68.35,B,3,Kinesthetic
Diya Kumar,86.32,1.43,49.22,3,50.21,75.04,99.89,94.07,88.9,73.63,B,1,Auditory
Isha Kumar,76.4,3.71,74.74,1,59.8,35.66,65.36,42.73,91.21,82.8,B,3,Visual
Kavya Kumar,69.29,15.44,60.09,3,36.95,68.29,84.35,56.86,44.64,80.6,C,1,Visual
Pooja Kumar,80.65,3.05,60.46,4,84.03,39.77,83.38,97.02,60.6,40.99,B,2,Auditory
Sneha Kumar,88.62,8.07,75.31,3,87.38,96.19,98.0,93.42,81.23,47.35,C,4,Visual
Aditi Kumar,97.06,2.2,96.59,4,98.52,57.37,36.46,67.34,69.92,49.76,C,3,Auditory
Nisha Kumar,63.23,9.22,90.41,1,85.37,46.24,36.24,77.21,51.44,85.34,C,4,Kinesthetic
Priya Kumar,97.36,12.47,74.77,3,50.37,82.9,83.26,56.64,73.16,66.41,A,1,Visual
Meera Kumar,98.05,12.94,62.31,4,81.72,44.39,31.01,51.29,64.45,72.73,A,2,Visual
Aarav Mehta,90.68,10.86,59.68,2,61.16,89.91,91.17,67.82,63.4,86.36,B,4,Kinesthetic
Vivaan Mehta,94.07,18.82,85.1,2,98.64,87.86,65.76,61.2,88.59,60.46,A,1,Auditory
Aditya Mehta,84.62,11.09,45.28,4,85.12,47.83,48.06,75.02,64.46,84.93,B,3,Visual
